Round,Table,Players,Decks,Winner
Round 6,1,"Kenji Sego
Masataka Hori","Izzet Spellementals
Selesnya Ouroboroid",Masataka Hori won 2-1-0
Round 6,2,"Masakuni Hamaguchi
Tomonori Hirami","Selesnya Landfall
Azorius Flash",Tomonori Hirami won 2-0-0
Round 6,3,"Keisuke Komatsu
Hiroaki Kitahara","Izzet Spellementals
Sultai Control",Hiroaki Kitahara won 2-1-0
Round 6,4,"Yuya Hosokawa He/Him
ReiSakano Other","Jeskai Control
Jeskai Control",ReiSakano won 2-1-0
Round 6,5,"akira ishikawa
Go Nakamura He/Him","Selesnya Landfall
Sultai Control",akira ishikawa won 2-0-0
Round 6,6,"HarryJPN He/Him
Keisuke Naitou","Selesnya Landfall
Temur Prowess",HarryJPN won 2-1-0
Round 6,7,"Kenichiro Omori He/Him
Takumi Utsunomiya He/Him","Izzet Spellementals
Izzet Spellementals",Kenichiro Omori won 2-0-0
Round 6,8,"KatsumataTomoaki
nakatatsuyoshi","Temur Prowess
Izzet Prowess",nakatatsuyoshi won 2-0-0
Round 6,9,"taiyo ishii He/Him
Tomohiro Matsumoto He/Him","Izzet
Izzet Spellementals",Tomohiro Matsumoto won 2-1-0
Round 6,10,"Satoshi Mizu
YsoHq They/Them","Izzet Elementals
Izzet Prowess",Satoshi Mizu won 2-0-0
Round 6,11,"takuya taniguchi
Kenya Ishikawa He/Him","Selesnya Landfall
Izzet Spellementals",Kenya Ishikawa won 2-1-0
Round 6,12,"Shintaro Kurata
Haruka Murano He/They","Izzet Aggro
Dimir Excruciator",Shintaro Kurata won 2-0-0
Round 6,13,"Masahiko Noguchi
Keita Tonouchi He/Him","Selesnya Landfall
Selesnya Landfall",Keita Tonouchi won 2-0-0
Round 6,14,"YUJI KAWABATA He/Him
Hiroaki Taniguchi He/Him","Izzet Spellementals
Golgari Midrange",Hiroaki Taniguchi won 2-1-0
Round 6,15,"Keiichiro Matsumoto
ホリエ トオル He/Him","W-U-B-R Control
Jeskai Control",Keiichiro Matsumoto won 2-1-0
Round 6,16,"Keita Ito
Tomoya Kobayashi","Izzet Prowess
Izzet Control",Keita Ito won 2-1-0
Round 6,17,"ryuichiro ishida He/Him
SAYAMA TATSUNOSUKE","Selesnya Rhythm
Dimir Control",ryuichiro ishida won 2-0-0
Round 6,18,"Toshiya Kanegawa
Ma Noah","Selesnya Aggro
Selesnya Ouroboroid",Ma Noah won 2-1-0
Round 6,19,"Rei Hirayama
kento shiraki He/Him","Izzet Spellementals
Selesnya Landfall",kento shiraki won 2-0-0
Round 6,20,"syaka3845
Yoshihiko Ikawa He/Him","Temur Prowess
Izzet Spellementals",syaka3845 won 2-0-0
Round 6,21,"Masaaki Hitomi He/Him
Kenta Imai He/Him","Selesnya Aggro
Izzet Prowess",Kenta Imai won 2-0-0
Round 6,22,"KazukiYada
Yosuke Kasagawa","Temur Prowess
Mono-Green Aggro",KazukiYada won 2-0-0
Round 6,23,"Yuta Akamine They/Them
RYUJI INOUE","Izzet Spellementals
Izzet Aggro",Yuta Akamine won 2-1-0
Round 6,24,"Shinya Saito He/Him
Takato Ueno","Temur Prowess
Temur Prowess",Shinya Saito won 2-1-0
Round 6,25,"shinichiro watanabe
Yuichiro Maruyama","Temur Prowess
Izzet Spellementals",Yuichiro Maruyama won 2-1-0
Round 6,26,"Shinnosuke Hando
Hiroki Yamagata","Selesnya
Izzet Prowess",Shinnosuke Hando won 2-0-0
Round 6,27,"TAKUYA HASEGAWA
Yoshitaka Fujino","Selesnya Landfall
Selesnya Aggro",Yoshitaka Fujino won 2-0-0
Round 6,28,"Hirotaka Kawasaki
baronlee","Selesnya Ouroboroid
Temur",Hirotaka Kawasaki won 2-1-0
Round 6,29,"Sho Miyasaka
Jeongwoo Cho He/Him","Izzet Prowess
Izzet Prowess",Sho Miyasaka won 2-0-0
Round 6,30,"genki ogino
Yosuke Shimizu He/Him","Izzet Aggro
Dimir Deceit",Yosuke Shimizu won 2-0-0
Round 6,31,"Toshiki Okai
yoshiki yamashita He/Him","Izzet Prowess
Izzet Spellementals",Toshiki Okai won 2-0-0
Round 6,32,"Takeshi Miyawaki He/Him
grodri1999","Dimir Excruciator
Bant Rhythm",grodri1999 won 2-1-0
Round 6,33,"MASAHIDE MORIYAMA
Hideki Yoshioka He/Him","Izzet Spellementals
Azorius Flash",MASAHIDE MORIYAMA won 2-1-0
Round 6,34,"LiDuoyan
Pol Uros","Azorius Blink
Izzet Spellementals",LiDuoyan won 2-0-0
Round 6,35,"Yu Tanaka
Ryuji Murae","Golgari Control
Izzet Aggro",Yu Tanaka won 2-1-0
Round 6,36,"RIKI KAMO He/Him
Takamichi Asai","Mono-Green Landfall
Temur Prowess",RIKI KAMO won 2-1-0
Round 6,37,"Taro Takahashi
Takeshi Ozawa He/Him","Sultai Control
Bant Rhythm",Taro Takahashi won 2-1-0
Round 6,38,"yuuji yoshida
TomohiroSakai He/Him","Temur Aggro
Izzet Prowess",TomohiroSakai won 2-0-0
Round 6,39,"Keisuke Sato
Takahisa Oonishi","Temur Prowess
Temur Combo",Keisuke Sato won 2-0-0
Round 6,40,"Yoshiyuki Ogyu
Yohei Nomiya He/Him","Dimir Excruciator
Izzet Spellementals",Yoshiyuki Ogyu won 2-1-0
Round 6,41,"Yusuke Takaoka He/Him
YUSUKE NAKAMURA","Izzet Aggro
Izzet Prowess",Yusuke Takaoka won 2-0-0
Round 6,42,"yasutaka Nagao
Yukinori Ishibashi","W-U-B-R Control
Selesnya Landfall",Yukinori Ishibashi won 2-1-0
Round 6,43,"naoki kamizono
Akinori Hishida","Temur Prowess
Selesnya",naoki kamizono won 2-0-0
Round 6,44,"Shunsuke Nose He/Him
Masayoshi Yoshida","Izzet Monument
Selesnya Landfall",Masayoshi Yoshida won 2-0-0
Round 6,45,"IchiwakiFumihiro
YutaYamada","Jeskai Control
Izzet Prowess",YutaYamada won 2-1-0
Round 6,46,"Leo Isogaya
satoshi hashimoto He/Him","Izzet Lessons
Bant Midrange",Leo Isogaya won 2-1-0
Round 6,47,"Haruka Ookura
Hosokawa Kouta He/Him","Selesnya Landfall
Bant Rhythm",Hosokawa Kouta won 2-1-0
Round 6,48,"Sho Yoshimori He/Him
Mikita Hisano","Selesnya Landfall
Boros",Sho Yoshimori won 2-1-0
Round 6,49,"Shingo Takada He/Him
Takashi Inui","Izzet Elementals
Izzet Spellementals",Shingo Takada won 2-0-0
Round 6,50,"sintarou yamada
Hojun Yoon","Izzet Prowess
Izzet Aggro",Hojun Yoon won 2-1-0
Round 6,51,"Kouta Mochizuki He/Him
EIJI SOGO","Temur Prowess
Mono-Green Landfall",Kouta Mochizuki won 2-0-0
Round 6,52,"akira uemura He/Him
Masashiro Kuroda He/Him","Selesnya Landfall
Izzet Spellementals",Masashiro Kuroda won 2-1-0
Round 6,53,"Dod2gaia He/Him
MASAAKI SAKAMOTO","Jeskai Control
Selesnya Midrange",Dod2gaia won 2-1-0
Round 6,54,"Satoshi Ishiguro Other
Yuuki Fujii","Temur Aggro
Azorius Flash",Yuuki Fujii won 2-0-0
Round 6,55,"Takayuki Rita
kouichi ishiwata","Jeskai Control
Bant Rhythm",Takayuki Rita won 2-1-0
Round 6,56,"Masaki Ooura
Takahiro Obara","Izzet Prowess
Izzet Prowess",Masaki Ooura won 2-0-0
Round 6,57,"TakahashiRyoma
Masanari Fukasawa He/Him","Golgari Demons
Selesnya Landfall",Masanari Fukasawa won 2-0-0
Round 6,58,"takahiro yamaguchi
toru kono","Izzet Lessons
Izzet Spellementals",toru kono won 2-0-0
Round 6,59,"Yuta Inukai He/Him
Daichi Takemura Other","Selesnya Landfall
Selesnya Ouroboroid",Daichi Takemura won 2-0-0
Round 6,60,"藤垣 琢矢 He/Him
cckew He/Him","Mono-Green Aggro
Izzet Spellementals",藤垣 琢矢 won 2-1-0
Round 6,61,"naoya okamura He/Him
Koala40","Izzet Elementals
Dimir Demons",Koala40 won 2-0-0
Round 6,62,"DBAngel
Shunichi Nakajima","Temur Omniscience
Izzet Prowess",Shunichi Nakajima won 2-1-0
Round 6,63,"fukutome masayuki He/Him
RyosukeHayashi","Sultai Control
Temur Midrange",fukutome masayuki won 2-1-0
Round 6,64,"Kazuaki WATANABE They/Them
Takaaki Okumura He/Him","Selesnya Landfall
Izzet Prowess",Takaaki Okumura won 2-1-0
Round 6,65,"Tatsuumi KOBAYASHI
RuiyuanLu","Izzet Spellementals
Dimir Midrange",RuiyuanLu won 2-1-0
Round 6,66,"Takuya Aoki
whiteLeghorn He/Him","Izzet
Temur Tempo",Takuya Aoki won 2-1-0
Round 6,67,"TASE YUYA Other
Ryota Ishikawa","Azorius Aggro
Selesnya Landfall",TASE YUYA won 2-0-0
Round 6,68,"Tetsuji Yamamoto
MASAO ODA He/Him","Golgari Midrange
Mono-Green Landfall",Tetsuji Yamamoto won 2-0-0
Round 6,69,"Kotaro Takahashi
ryo kasuga","Selesnya Landfall
Selesnya Landfall",ryo kasuga won 2-0-0
Round 6,70,"Hiroki Toyota
Kazuki Kawata He/Him","Mono-Green Landfall
Jeskai Control",Hiroki Toyota won 2-1-0
Round 6,71,"Sangjoon Kong He/Him
sho kamezaki","Grixis Midrange
Mono-Green Landfall",sho kamezaki won 2-0-0
Round 6,72,"Yuya Mizuno He/Him
Koki Nakamura","Selesnya Landfall
Selesnya Landfall",Koki Nakamura won 2-1-0
Round 6,73,"shohei kiyota
Andreas Holmqvist","Izzet Prowess
Selesnya Landfall",shohei kiyota won 2-1-0
Round 6,74,"Manato Hosomi He/Him
IngyunAhn He/Him","Izzet Aggro
Izzet Prowess",Manato Hosomi won 2-1-0
Round 6,75,"HIDENARI IKEDA He/Him
KOUSUKE CHINEN","Selesnya Landfall
Izzet Spellementals",KOUSUKE CHINEN won 2-0-0
Round 6,76,"Taisei Nakayama He/Him
yusuke matsubara","Izzet Prowess
Izzet Lessons",yusuke matsubara won 2-0-0
Round 6,77,"junsei yamaguchi He/Him
Shimpo Kosuke","Jeskai Control
Izzet Prowess",Shimpo Kosuke won 2-0-0
Round 6,78,"Tomoaki Ogasawara
Hiroki Kageyama","Selesnya Ouroboroid
Izzet Otters",Tomoaki Ogasawara won 2-1-0
Round 6,79,"hirofumi nakamatsu
Gaku Oohashi","Temur Aggro
Selesnya Landfall",Gaku Oohashi won 2-0-0
Round 6,80,"Keisuke Kirito
Shota Takao","Izzet Tempo
Selesnya Landfall",Keisuke Kirito won 2-1-0
Round 6,81,"Shota Miyashita
Masaki Oi","Izzet Lessons
Izzet Prowess",Masaki Oi won 2-1-0
Round 6,82,"TakuroIto
Atsushi Nakashima","Selesnya Landfall
Jeskai Control",Atsushi Nakashima won 2-0-0
Round 6,83,"Sotaro Wada
Yuusuke Ooyama","Izzet Prowess
Izzet Elementals",Sotaro Wada won 2-1-0
Round 6,84,"naoto yamane
John Im He/Him","Selesnya Ouroboroid
Izzet",John Im won 2-1-0
Round 6,85,"Kazuhiro Noine
Tamon","Selesnya Landfall
Dimir Excruciator",Kazuhiro Noine won 2-1-0
Round 6,86,"LaturaPK
junpei nakamura","Izzet
Golgari Midrange",junpei nakamura won 2-1-0
Round 6,87,"MAKITOYOSHIYAMA
Takehito Kawakami","Temur Aggro
Jeskai Control",Takehito Kawakami won 2-0-0
Round 6,88,"HIDEYUKI ICHIKAWA
Shunsuke Kimura He/Him","Izzet Prowess
Sultai Control",HIDEYUKI ICHIKAWA won 2-0-0
Round 6,89,"Takaya Saito
Yuuhei Komatsu","Azorius Control
Selesnya Landfall",Takaya Saito won 2-0-0
Round 6,90,"Atsushi Hasegawa He/Him
Shicheng Peng","Mono-White Aggro
Jeskai Control",Shicheng Peng won 2-0-0
Round 6,91,"takayukikumakura
JunSatoX1","Dimir Demons
Boros Tokens",takayukikumakura won 2-0-0
Round 6,92,"Taiki Kageyama
XU BAOZHONG","Temur Prowess
Jeskai Aggro",XU BAOZHONG won 2-0-0
Round 6,93,"takanori watanabe He/Him
trexdog001","Selesnya Aggro
Izzet Control",takanori watanabe won 2-0-0
Round 6,94,"Katsuki Fukumoto He/Him
Shigeo Murase","Selesnya Landfall
Jeskai Control",Katsuki Fukumoto won 2-0-0
Round 6,95,"ryuji mimido
Kenichirise","Dimir Demons
Izzet Bounce",ryuji mimido won 2-0-0
Round 6,96,"HUNG KAIYANG
Ryutarou Machida","Boros Aggro
Jeskai Control",Ryutarou Machida won 2-0-0
Round 6,97,"Kazuki Murata
Charles Namchaisiri","Dimir Excruciator
Izzet Spellementals",Charles Namchaisiri won 2-1-0
Round 6,98,"Hasedaigo
ERISON","Izzet Aggro
Mono-White Tokens",ERISON won 2-0-0
Round 6,99,"Riku Kumagai
aqua haruka#50863 He/Him","Izzet Spellementals
Temur Prowess",Riku Kumagai won 2-0-0
Round 6,100,"SHINICHI NAGAI
Onoda Kenji He/Him","Izzet Lessons
Izzet Lessons",Onoda Kenji won 2-1-0
Round 6,101,"TimYip
Kiho Choi He/Him","Izzet
Izzet Prowess",TimYip won 2-1-0
Round 6,102,"Kazuya Kiyofuji
空 大黒","Selesnya Landfall
Sultai Control",空 大黒 won 2-1-0
Round 6,103,"Ryo Inazawa He/Him
kyohei fukuyama They/Them","Selesnya Landfall
Selesnya",kyohei fukuyama won 2-0-0
Round 6,104,"tanono
TATSURO ASANO","Mardu Monument
Izzet Prowess",TATSURO ASANO won 2-0-0
Round 6,105,"Taichi Akiyama
junichi takayama He/Him","Azorius Tempo
Izzet Spellementals",Taichi Akiyama won 2-0-0
Round 6,106,"Yotaki
emotosatoshi","Jeskai Elementals
Temur Prowess",emotosatoshi won 2-1-0
Round 6,107,"Kyohei Murayama He/Him
Koichi Kudo","Sultai Control
Selesnya Ouroboroid",Kyohei Murayama won 2-1-0
Round 6,108,"Tetsu Kawaguchi
MASATO YAMADE","W-U-B-R Control
Izzet Spellementals",Tetsu Kawaguchi won 2-1-0
Round 6,109,"Yosuke Oka He/Him
KENTA KATAGIRI","Izzet Prowess
Selesnya Rhythm",Yosuke Oka won 2-0-0
Round 6,110,"MAIMScrubs
Eisuke Oono He/Him","Selesnya Landfall
Selesnya Landfall",Eisuke Oono won 2-1-0
Round 6,111,"Miyanishi Makoto He/Him
yasuhiro yazu","Izzet Prowess
Selesnya Ouroboroid",Miyanishi Makoto won 2-1-0
Round 6,112,"Syunsuke Nakazima
shintarou yoshida He/Him","Jeskai Control
Jeskai Control",shintarou yoshida won 2-0-0
Round 6,113,"Ryosuke Okada He/Him
Toru Yanagisaka","Izzet Aggro
Dimir Combo",Ryosuke Okada won 2-1-0
Round 6,114,"Kazune Kosaka He/Him
Yosuke Hieda He/They","Temur Prowess
W-U-B-R Control",Yosuke Hieda won 2-0-0
Round 6,115,"Minoru Sato
TOMOKI EGEYAMA He/Him","Sultai Combo
Izzet Prowess",TOMOKI EGEYAMA won 2-0-0
Round 6,116,"TaeHyoungKim He/Him
Yusuke Ohkawa","Selesnya Aggro
Izzet Lessons",TaeHyoungKim won 2-1-0
Round 6,117,"HYUNDEOK JANG He/Him
yamamotoatsushi","Boros Dragons
Mono-Green Landfall",HYUNDEOK JANG won 2-0-0
Round 6,118,"Chikara Nakajima
Atsushi Hozuki","Mono-Green Landfall
Selesnya Aggro",Atsushi Hozuki won 2-1-0
Round 6,119,"yohei hoshino
Ryota Motegi","Temur Prowess
Mardu",Ryota Motegi won 2-1-0
Round 6,120,"suganumakatuhiro
taegyun lim","Grixis Reanimator
Grixis Midrange",taegyun lim won 2-1-0
Round 6,121,"rintaro honda
Jun Furukawa","Temur Aggro
Izzet Aggro",rintaro honda won 2-1-0
Round 6,122,"AxeBang
NOBUAKI JINBA Other","Izzet Elementals
Temur Omniscience",NOBUAKI JINBA won 2-0-0
Round 6,123,"Takumi Matsuura
Atsuki Kihara He/Him","Izzet Prowess
Sultai Control",Takumi Matsuura won 2-0-0
Round 6,124,"Toyoharu Mizuno He/Him
Akira Yamawaki","Selesnya Landfall
Azorius Tempo",Akira Yamawaki won 2-0-0
Round 6,125,"maegawa
itomasayoshi He/Him","Selesnya Aggro
Temur Aggro",maegawa won 2-0-0
Round 6,126,"shun asano He/Him
Kim Hoyeon He/Him","Sultai Control
Golgari Midrange",Kim Hoyeon won 2-1-0
Round 6,127,"Tomoya Tanaka
Tomoki Usui He/Him","Izzet Prowess
Golgari Midrange",Tomoya Tanaka won 2-1-0
Round 6,128,"TOYOSHIMAYUMA He/Him
Ryosuke Nishiura He/Him","Jeskai Artifacts
Selesnya Landfall",Ryosuke Nishiura won 2-0-0
Round 6,129,"Yuichiro Sasa
takuya yamada He/Him","Boros Aggro
W-U-B-R Control",takuya yamada won 2-1-0
Round 6,130,"HataRyushi
Hideaki Teruya","Temur Aggro
Izzet Tempo",Hideaki Teruya won 2-0-0
Round 6,131,"Yutaro Morimoto He/Him
Shogo Kajita","Selesnya Ouroboroid
U-B-R-G Reanimator",Yutaro Morimoto won 2-1-0
Round 6,132,"Taishi_Tokairin
Yuki Wada","Selesnya Landfall
Mono-Red Aggro",Taishi_Tokairin won 2-0-0
Round 6,133,"YUKI OTA He/Him
syuhei nakayama","Izzet Control
Izzet Prowess",YUKI OTA won 2-0-0
Round 6,134,"Masayasu
Mikita Hirano He/Him","Izzet Elementals
Izzet Spellementals",Masayasu won 2-0-0
Round 6,135,"Marei Okamura
彰信 梶谷","Sultai Control
Selesnya Landfall",Marei Okamura won 2-1-0
Round 6,136,"john_1_10_taka
mcgottsu","Izzet Prowess
Mardu Aggro",john_1_10_taka won 2-1-0
Round 6,137,"Yoshihiro Oohashi He/Him
GonTV He/Him","Jeskai Control
Dimir Excruciator",GonTV won 2-1-0
Round 6,138,"Naoki Higashida
Yuya Minezaki","Izzet Prowess
Temur Prowess",Naoki Higashida won 2-0-0
Round 6,139,"JUNYA YOSHIKAWA
SHUNICHI NAKASHIMA","Temur Prowess
Selesnya Ouroboroid",SHUNICHI NAKASHIMA won 2-1-0
Round 6,140,"Hiroto Ogata
Ryouji Hirokawa","Izzet Control
Dimir Demons",Ryouji Hirokawa won 2-1-0
Round 6,141,"Ryo Ito
Kazuhito Nobuta","Jeskai Control
Selesnya Landfall",Kazuhito Nobuta won 2-1-0
Round 6,142,"HARUKA KAWANOBE
TatsumasaTAKANO","Izzet Midrange
Jeskai Midrange",HARUKA KAWANOBE won 2-0-0
Round 6,143,"RYOUTA SHIMIZU
DaichiKo","Izzet Spellementals
Izzet Prowess",RYOUTA SHIMIZU won 2-0-0
Round 7,1,"Hiroaki Kitahara
akira ishikawa","Sultai Control
Selesnya Landfall",akira ishikawa won 2-0-0
Round 7,2,"ReiSakano Other
Tomonori Hirami","Jeskai Control
Azorius Flash",ReiSakano won 2-1-0
Round 7,3,"Masataka Hori
HarryJPN He/Him","Selesnya Ouroboroid
Selesnya Landfall",Masataka Hori won 2-1-0
Round 7,4,"Keita Ito
Yoshitaka Fujino","Izzet Prowess
Selesnya Aggro",Yoshitaka Fujino won 2-1-0
Round 7,5,"Keiichiro Matsumoto
Yosuke Shimizu He/Him","W-U-B-R Control
Dimir Deceit",Keiichiro Matsumoto won 2-0-0
Round 7,6,"Tomohiro Matsumoto He/Him
Yuta Akamine They/Them","Izzet Spellementals
Izzet Spellementals",Tomohiro Matsumoto won 2-0-0
Round 7,7,"Satoshi Mizu
Hiroaki Taniguchi He/Him","Izzet Elementals
Golgari Midrange",Satoshi Mizu won 2-0-0
Round 7,8,"Kenta Imai He/Him
Sho Miyasaka","Izzet Prowess
Izzet Prowess",Sho Miyasaka won 2-0-0
Round 7,9,"syaka3845
Keisuke Komatsu","Temur Prowess
Izzet Spellementals",Keisuke Komatsu won 2-0-0
Round 7,10,"Hirotaka Kawasaki
Kenichiro Omori He/Him","Selesnya Ouroboroid
Izzet Spellementals",Hirotaka Kawasaki won 2-1-0
Round 7,11,"Kenya Ishikawa He/Him
Shintaro Kurata","Izzet Spellementals
Izzet Aggro",Kenya Ishikawa won 2-1-0
Round 7,12,"ryuichiro ishida He/Him
Kenji Sego","Selesnya Rhythm
Izzet Spellementals",Kenji Sego won 2-0-0
Round 7,13,"grodri1999
MASAHIDE MORIYAMA","Bant Rhythm
Izzet Spellementals",MASAHIDE MORIYAMA won 2-0-0
Round 7,14,"Ma Noah
Yuichiro Maruyama","Selesnya Ouroboroid
Izzet Spellementals",Ma Noah won 2-0-0
Round 7,15,"Masakuni Hamaguchi
Toshiki Okai","Selesnya Landfall
Izzet Prowess",Toshiki Okai won 2-0-0
Round 7,16,"kento shiraki He/Him
Shinya Saito He/Him","Selesnya Landfall
Temur Prowess",Shinya Saito won 2-1-0
Round 7,17,"Keita Tonouchi He/Him
Shinnosuke Hando","Selesnya Landfall
Selesnya",Keita Tonouchi won 2-0-0
Round 7,18,"Go Nakamura He/Him
nakatatsuyoshi","Sultai Control
Izzet Prowess",Go Nakamura won 2-0-0
Round 7,19,"KazukiYada
Yuya Hosokawa He/Him","Temur Prowess
Jeskai Control",Yuya Hosokawa won 2-0-0
Round 7,20,"LiDuoyan
ホリエ トオル He/Him","Azorius Blink
Jeskai Control",ホリエ トオル won 2-1-0
Round 7,21,"genki ogino
YsoHq They/Them","Izzet Aggro
Izzet Prowess",YsoHq won 2-0-0
Round 7,22,"Yu Tanaka
TomohiroSakai He/Him","Golgari Control
Izzet Prowess",TomohiroSakai won 2-1-0
Round 7,23,"Yoshihiko Ikawa He/Him
YutaYamada","Izzet Spellementals
Izzet Prowess",Yoshihiko Ikawa won 2-0-0
Round 7,24,"toru kono
naoki kamizono","Izzet Spellementals
Temur Prowess",toru kono won 2-1-0
Round 7,25,"Takeshi Miyawaki He/Him
Yosuke Kasagawa","Dimir Excruciator
Mono-Green Aggro",Yosuke Kasagawa won 2-1-0
Round 7,26,"Gaku Oohashi
SAYAMA TATSUNOSUKE","Selesnya Landfall
Dimir Control",Gaku Oohashi won 2-0-0
Round 7,27,"Yoshiyuki Ogyu
shohei kiyota","Dimir Excruciator
Izzet Prowess",Yoshiyuki Ogyu won 2-1-0
Round 7,28,"John Im He/Him
Masaki Oi","Izzet
Izzet Prowess",Masaki Oi won 2-0-0
Round 7,29,"Toshiya Kanegawa
Koki Nakamura","Selesnya Aggro
Selesnya Landfall",Koki Nakamura won 2-0-0
Round 7,30,"Taro Takahashi
Keisuke Naitou","Sultai Control
Temur Prowess",Keisuke Naitou won 2-0-0
Round 7,31,"YUJI KAWABATA He/Him
Masashiro Kuroda He/Him","Izzet Spellementals
Izzet Spellementals",Masashiro Kuroda won 2-0-0
Round 7,32,"TAKUYA HASEGAWA
Hiroki Toyota","Selesnya Landfall
Mono-Green Landfall",TAKUYA HASEGAWA won 2-1-0
Round 7,33,"Haruka Murano He/They
yusuke matsubara","Dimir Excruciator
Izzet Lessons",yusuke matsubara won 2-0-0
Round 7,34,"Kazuhiro Noine
藤垣 琢矢 He/Him","Selesnya Landfall
Mono-Green Aggro",Kazuhiro Noine won 2-1-0
Round 7,35,"Takayuki Rita
TASE YUYA Other","Jeskai Control
Azorius Aggro",TASE YUYA won 2-1-0
Round 7,36,"ryo kasuga
Sho Yoshimori He/Him","Selesnya Landfall
Selesnya Landfall",Sho Yoshimori won 2-0-0
Round 7,37,"Takuya Aoki
Yusuke Takaoka He/Him","Izzet
Izzet Aggro",Yusuke Takaoka won 2-1-0
Round 7,38,"Keisuke Sato
Masayoshi Yoshida","Temur Prowess
Selesnya Landfall",Keisuke Sato won 2-0-0
Round 7,39,"Yuuki Fujii
Koala40","Azorius Flash
Dimir Demons",Yuuki Fujii won 2-0-0
Round 7,40,"Sotaro Wada
Masanari Fukasawa He/Him","Izzet Prowess
Selesnya Landfall",Sotaro Wada won 2-1-0
Round 7,41,"Masaki Ooura
Rei Hirayama","Izzet Prowess
Izzet Spellementals",Rei Hirayama won 2-1-0
Round 7,42,"Tomoya Kobayashi
fukutome masayuki He/Him","Izzet Control
Sultai Control",1-1-0 Draw
Round 7,43,"taiyo ishii He/Him
RIKI KAMO He/Him","Izzet
Mono-Green Landfall",RIKI KAMO won 2-1-0
Round 7,44,"RuiyuanLu
Leo Isogaya","Dimir Midrange
Izzet Lessons",RuiyuanLu won 2-1-0
Round 7,45,"Takato Ueno
Atsushi Nakashima","Temur Prowess
Jeskai Control",Takato Ueno won 2-1-0
Round 7,46,"sho kamezaki
Masahiko Noguchi","Mono-Green Landfall
Selesnya Landfall",Masahiko Noguchi won 2-1-0
Round 7,47,"Keisuke Kirito
Masaaki Hitomi He/Him","Izzet Tempo
Selesnya Aggro",Masaaki Hitomi won 2-1-0
Round 7,48,"Dod2gaia He/Him
Manato Hosomi He/Him","Jeskai Control
Izzet Aggro",Dod2gaia won 2-1-0
Round 7,49,"Shunichi Nakajima
baronlee","Izzet Prowess
Temur",baronlee won 2-0-0
Round 7,50,"Hiroki Yamagata
yoshiki yamashita He/Him","Izzet Prowess
Izzet Spellementals",yoshiki yamashita won 2-1-0
Round 7,51,"Hosokawa Kouta He/Him
Jeongwoo Cho He/Him","Bant Rhythm
Izzet Prowess",Hosokawa Kouta won 2-1-0
Round 7,52,"Tomoaki Ogasawara
Hojun Yoon","Selesnya Ouroboroid
Izzet Aggro",Hojun Yoon won 2-1-0
Round 7,53,"RYUJI INOUE
Takumi Utsunomiya He/Him","Izzet Aggro
Izzet Spellementals",Takumi Utsunomiya won 2-1-0
Round 7,54,"Kouta Mochizuki He/Him
Shimpo Kosuke","Temur Prowess
Izzet Prowess",Kouta Mochizuki won 2-0-0
Round 7,55,"Tetsuji Yamamoto
KOUSUKE CHINEN","Golgari Midrange
Izzet Spellementals",KOUSUKE CHINEN won 2-1-0
Round 7,56,"Yukinori Ishibashi
Takaaki Okumura He/Him","Selesnya Landfall
Izzet Prowess",Yukinori Ishibashi won 2-1-0
Round 7,57,"Shingo Takada He/Him
KatsumataTomoaki","Izzet Elementals
Temur Prowess",Shingo Takada won 2-1-0
Round 7,58,"shinichiro watanabe
Daichi Takemura Other","Temur Prowess
Selesnya Ouroboroid",shinichiro watanabe won 2-1-0
Round 7,59,"takuya taniguchi
Pol Uros","Selesnya Landfall
Izzet Spellementals",takuya taniguchi won 2-0-0
Round 7,60,"takayukikumakura
Takaya Saito","Dimir Demons
Azorius Control",Takaya Saito won 2-1-0
Round 7,61,"Takehito Kawakami
HIDEYUKI ICHIKAWA","Jeskai Control
Izzet Prowess",Takehito Kawakami won 2-1-0
Round 7,62,"junpei nakamura
Hideki Yoshioka He/Him","Golgari Midrange
Azorius Flash",junpei nakamura won 2-0-0
Round 7,63,"Shicheng Peng
Yutaro Morimoto He/Him","Jeskai Control
Selesnya Ouroboroid",Yutaro Morimoto won 2-1-0
Round 7,64,"YUKI OTA He/Him
taegyun lim","Izzet Control
Grixis Midrange",taegyun lim won 2-1-0
Round 7,65,"rintaro honda
emotosatoshi","Temur Aggro
Temur Prowess",emotosatoshi won 2-1-0
Round 7,66,"Kotaro Takahashi
Taishi_Tokairin","Selesnya Landfall
Selesnya Landfall",Taishi_Tokairin won 2-1-0
Round 7,67,"Shota Takao
Marei Okamura","Selesnya Landfall
Sultai Control",Marei Okamura won 2-1-0
Round 7,68,"YUSUKE NAKAMURA
Onoda Kenji He/Him","Izzet Prowess
Izzet Lessons",YUSUKE NAKAMURA won 2-1-0
Round 7,69,"Ryota Ishikawa
RyosukeHayashi","Selesnya Landfall
Temur Midrange",RyosukeHayashi won 2-1-0
Round 7,70,"MASAO ODA He/Him
Charles Namchaisiri","Mono-Green Landfall
Izzet Spellementals",Charles Namchaisiri won 2-0-0
Round 7,71,"Hiroki Kageyama
XU BAOZHONG","Izzet Otters
Jeskai Aggro",Hiroki Kageyama won 2-1-0
Round 7,72,"IngyunAhn He/Him
Yohei Nomiya He/Him","Izzet Prowess
Izzet Spellementals",Yohei Nomiya won 2-1-0
